"SK_ID_CURR","TARGET","EXT_SOURCE_2","EXT_SOURCE_3","credit_ration_annuity","credit_minus_goods","credit_ratio_annuity_ratio_employed","NAME_EDUCATION_TYPE","income_ration_annuity","employed_ratio_birth","NAME_CONTRACT_STATUS_mean","AMT_PAYMENT_sum"
162006,0,0.626876,0.2837119,30.90549,166617,-0.007078674,2,5.291565,0.2070372,1.875,4324962.24
162009,1,0.5518596,0.1229554,19.42929,75555,-0.03211452,2,8.073497,0.03205298,1,136716.21
162024,0,0.6504616,0.5107261,14.85174,29700,-0.004374594,1,7.87195,0.3396359,2,38174.13
162038,0,0.08687712,0.2851799,10.52528,14850,-0.01722631,2,8.886256,0.06872891,1.66666666666667,327479.04
162054,1,0.4412323,0.4938629,34.08345,274428,-0.02775526,4,12.13003,0.09340534,1.42857142857143,2961851.805
162060,0,0.6908976,0.5136938,30.76923,0,8.424318e-05,2,11.36095,-17.36771,1.39252969782729,572045.58
162097,0,0.4649565,0.4578996,34.01617,134541,-0.04873377,2,9.402031,0.07363646,1.55555555555556,431530.74
162144,0,0.3630266,0.7165702,34.01476,133650,9.312913e-05,2,7.192883,-17.02526,1,17583.975
162286,0,0.5994042,0.7726311,34.08333,163350,-0.002824976,2,2.97619,0.5742504,1.66666666666667,379812.69
162328,0,0.7405904,0.6446795,17.91045,0,-0.006623686,2,8.955224,0.1235719,1,3122301.69
162330,0,0.4194232,0.5107261,22.06889,203148,-0.02011749,4,4.223369,0.1296384,2,133708.5
162336,0,0.6972494,0.7091891,19.48931,53995.5,-0.007495887,2,8.623663,0.2124357,1,33758.235
162339,0,0.6160995,0.6801388,10.90275,0,-0.06528591,3,7.631923,0.01580841,2,71759.385
162343,1,0.1209076,0.5107261,20.45925,159669,-0.008269704,2,5.650685,0.1887541,2,124110.27
162377,0,0.5231486,0.6940926,28.09848,134541,-0.02184952,2,6.989748,0.07046961,1.2,4201491.825
162394,1,0.3142095,0.3409064,25.59836,0,-0.0115464,2,5.119672,0.1199481,1.85714285714286,662272.065
162435,0,0.6313252,0.8004513,34.01476,133650,-0.006681352,2,4.353587,0.3260744,1,876864.87
162512,0,0.5484122,0.7862666,20,0,-0.01784121,4,7.5,0.06906111,1,217750.005
162600,0,0.692688,0.5107261,8.390157,29700,-0.07171074,2,6.67062,0.01317864,1.7,695528.64
162610,0,0.6490532,0.5107261,17.77375,52272,-0.002941699,2,5.336179,0.2960314,1.66666666666667,89619.3
162752,0,0.6085781,0.3092754,20,0,-0.01127396,2,12.33333,0.1190125,1,121264.335
162768,0,0.5414821,0.6785677,25.12166,170001,6.878069e-05,2,3.191625,-18.93039,1,350360.055
162852,0,0.4989686,0.6330316,9.203252,5940,-0.006426852,1,20.3252,0.1216033,1.5,715653.54
162890,0,0.6952794,0.6347055,19.68504,0,-0.02674598,2,3.543307,0.08590103,1.39252969782729,679776.994205205
162891,1,0.332429218783531,0.617826146733248,21.3227149698105,136858.5,-0.0112938108950268,2,6.24609618988132,0.221310514593834,1,224217.045
162900,0,0.647203,0.5107261,22.62708,92484,6.195074e-05,3,6.42974,-18.22479,1.125,5063069.655
162906,0,0.6596566,0.7136314,9.471491,0,-0.01064212,4,3.788596,0.04821496,1.71428571428571,140664.24
162925,0,0.6241816,0.4704561,10.84555,44550,-0.004303792,2,3.62122,0.1757322,1,54150.48
162954,0,0.5643546,0.5620605,30.99814,0,-0.1462176,2,7.232899,0.01718408,1.57142857142857,318770.775
162959,0,0.6160582,0.7463002,20.79087,0,5.692339e-05,2,3.057481,-17.55638,1,813150.27
163087,1,0.1260909,0.5107261,9.219151,19602,-0.008283155,2,4.935834,0.07269284,1,67113.675
163108,0,0.6091978,0.3248912,17.84897,0,-0.008491423,2,10.29748,0.09845894,1.9,3422000.7
163144,0,0.4216027,0.4241303,20,0,-0.07434944,2,12.5,0.03498049,1,36416.025
163155,0,0.4799546,0.5107261,10.84399,27801,-0.08816251,2,4.287046,0.006079478,1,78763.5
163172,1,0.698858,0.4311918,34.01617,134541,-0.04784272,2,9.02595,0.03527836,1,34899.93
163176,0,0.7277679,0.6769925,20,0,-0.1104972,2,8.857143,0.008624797,1.33333333333333,1649038.635
163223,0,0.5716198,0.58499,34.06447,140481,-0.01762259,3,5.534034,0.1598049,1.5,448490.34
163231,0,0.6910657,0.5442347,12.60579,47520,-0.007415171,2,5.567929,0.1189726,1,119919.15
163275,0,0.7846646,0.7688076,30.84449,133650,-0.00957606,2,4.291109,0.1675946,1,130423.725
163330,0,0.6027286,0.1547436,34.06459,0,-0.004179704,2,4.360267,0.5434783,1.6,951463.035
163365,0,0.6580838,0.5107261,10.51158,26910,-0.003163281,4,2.343645,0.1635818,1.66666666666667,195876.765
163377,0,0.7312071,0.7091891,34.08333,163350,9.331687e-05,2,4.761905,-17.66507,1,454169.565
163417,0,0.4445992,0.4365065,27.67312,143986.5,-0.03342164,2,5.201831,0.04229453,1,31620.105
163470,0,0.4058034,0.58674,17.28433,50373,4.732282e-05,2,4.038772,-17.34297,2,135097.56
163498,0,0.437225,0.6894791,23.60234,107991,-0.009373448,2,6.608761,0.1765036,1.33333333333333,1191702.465
163503,0,0.2691699,0.2567056,19.48288,0,-0.003942308,2,7.283321,0.3124091,1,69092.91
163514,1,0.1343638,0.5107261,21.45215,0,-0.01717546,4,7.013201,0.1022513,1.66666666666667,362941.155
163593,0,0.6982732,0.2970866,30.038,71991,-0.03472601,2,6.418485,0.04281754,1,414364.725
163613,1,0.57391,0.3392877,19.58512,64152,-0.01863475,4,6.564551,0.08790565,1.6,304615.305
163635,0,0.6420232,0.5107261,10.19608,11880,-0.00290818,2,3.586801,0.2180213,2,264611.565
163642,0,0.4690987,0.58674,13.68146,73714.5,-0.002790996,2,3.826726,0.4121752,2,25028.415
163740,1,0.2046809,0.5884878,26.34064,144459,-0.007071314,2,4.873294,0.2222819,1,3787043.085
163744,0,0.7745323,0.7281413,25.21478,80725.5,-0.005132256,2,3.731343,0.340542,1,184320.72
163787,0,0.3504821,0.2418615,23.67385,151114.5,-0.01242722,4,6.275441,0.1894768,1,139158.765
163809,0,0.7427564,0.7463002,28.70365,139851,7.858781e-05,4,4.809619,-18.04204,1.33333333333333,2748281.76
163812,0,0.7125132,0.3723337,25.21591,168399,-0.006566644,4,8.648025,0.2359302,1.57142857142857,462801.015
163899,1,0.6674091,0.3979463,8.412316,0,-0.01035999,2,3.084516,0.09329044,1.5,501639.12
163950,0,0.4702098,0.5107261,25.2954,75555,-0.03169849,2,8.698804,0.06260788,2.15384615384615,738626.265
163977,0,0.7841691,0.2678689,20.68571,74844,-0.02861095,2,9.353741,0.05840065,1.3,567632.115
164006,0,0.2960205,0.5190973,18.34061,0,-0.005688775,2,7.68559,0.2576726,1,136048.5
164012,0,0.3731071,0.262249,8.765002,11880,-0.004584206,2,17.4216,0.1683691,2.14285714285714,394214.49
164088,0,0.6523832,0.6722429,22.41247,37422,6.136318e-05,2,3.563474,-17.24064,1,78824.7
164109,1,0.7099668,0.5107261,21.35736,190080,-0.07654967,2,5.255255,0.01854313,1.66666666666667,187734.24
164151,0,0.5438428,0.7636399,22.0416,0,-0.02636555,2,4.132801,0.04253371,1,160990.56
164153,0,0.529123833500933,0.510726079377862,19.1547585427845,53221.5,-0.0731097654304753,4,8.47218299915278,0.0140482573726542,1.39252969782729,679776.994205205
164208,0,0.6295675,0.5442347,14.31362,44550,-0.005015285,2,4.558479,0.1992321,1,49351.545
164220,0,0.4827989,0.7062051,25.21478,80725.5,6.903562e-05,2,8.507463,-24.24286,1.57142857142857,1177620.255
164274,0,0.4421976,0.6512602,23.48387,117612,-0.03069787,2,5.175091,0.03903659,1,228777.84
164322,0,0.1423575,0.4153471,18.43741,71280,-0.005319507,2,8.401008,0.250325,2,61497.36
164378,0,0.160078692926595,0.861652750063096,20.4409772120714,133056,-0.00386773457182052,2,5.54300964894272,0.383861127251598,1,218760.03
164442,0,0.3290941,0.4258929,20.78714,0,-0.09197849,2,4.850333,0.01369697,1,188429.76
164453,0,0.7068908,0.7194908,26.25434,57024,-0.003428354,2,5.419075,0.5378942,1.8,277570.845
164457,0,0.3301136,0.5154954,14.96729,11286,-0.01676069,2,27.83577,0.06498799,2,437351.4
164477,0,0.3100451,0.5107261,25.06987,58806,-0.00485662,2,5.092687,0.3207008,1,1286456.895
164501,0,0.6370729,0.6894791,20.66116,0,5.656825e-05,2,4.338843,-17.1363,1,134415.945
164534,0,0.6689703,0.5797274,30.8317,123849,-0.0138445,2,6.480281,0.0959087,2.30769230769231,795495.78
164559,0,0.6292564,0.2735647,19.47389,124740,5.331764e-05,2,7.572738,-17.23739,1.63636363636364,792912.825
164573,0,0.6047323,0.6446795,10.13429,11880,2.77467e-05,4,8.952551,-17.46488,1,110228.76
164577,0,0.507961,0.6754133,9.465753,19008,-0.02044439,2,7.491438,0.02544655,1.2,433695.915
164687,0,0.7759383,0.7267112,9.976603,5940,-0.003711534,2,7.019186,0.1355249,1,46058.535
164701,0,0.7118319,0.8357765,23.54037,164655,-0.005204591,2,4.12844,0.2665292,1.4,230962.995
164744,0,0.5360861,0.7151031,30.88425,178200,-0.1816721,2,5.155968,0.01386963,1,439463.25
164774,0,0.554427,0.6801388,30.99814,0,8.486991e-05,2,3.099814,-15.5264,1,38467.44
164775,0,0.6464937,0.4170997,24.40577,0,-0.02467722,4,6.366723,0.0958612,1.8,623120.175
164784,0,0.6117146,0.5549468,20,0,-0.00296824,2,21.66667,0.3593025,1,655405.245
164803,0,0.4308489,0.53707,19.40492,0,-0.006310542,2,14.55369,0.2069174,1,197493.57
164823,0,0.6561771,0.5107261,28.07971,0,-0.02424845,4,5.797101,0.09235923,1.33333333333333,69942.285
164845,0,0.5095787,0.5460232,15.60367,0,-0.02944088,2,2.925688,0.05312218,2.42857142857143,107555.67
164873,0,0.373900234191536,0.755740050175225,23.4738028169014,107991,-0.00376907559680498,2,3.75586854460094,0.45026026604974,1,326555.46
164896,0,0.7048068,0.4578996,20,0,-0.05524862,2,13.33333,0.04652358,1.5,273656.205
164914,0,0.4254788,0.7338145,20,0,5.475807e-05,2,13,-18.22661,1.66666666666667,220391.235
164921,0,0.6988166,0.7252764,12.81686,0,-0.04286576,2,6.835659,0.01930153,1.5,182670.705
164925,0,0.562628,0.7309874,34.20268,134541,-0.03585187,2,9.453583,0.08097097,1,705099.105
164989,0,0.7760068,0.5424451,20.39415,96939,-0.02399312,2,14.05679,0.06486569,1.875,589948.92
165013,0,0.790745562916572,0.629674250953872,10.6953892668178,29700,-0.0194815833639669,4,4.72411186696901,0.0358846983462971,1.39252969782729,679776.994205205
165018,1,0.5667079,0.5602843,20,0,-0.01052078,4,12.63158,0.1367626,1.33333333333333,2844667.395
165043,0,0.5699858,0.6330316,18.35172,89100,5.024522e-05,2,2.910539,-16.05111,2,99499.32
165047,0,0.6617253,0.6313545,15.22533,0,-0.004145204,2,12.18027,0.1937747,1.75,1729755.18
165050,1,0.4731852,0.5107261,9.285714,5940,-0.006893626,2,8.710801,0.1206341,1.5,41240.52
165151,0,0.6937809,0.5832379,14.15507,11137.5,3.875523e-05,2,6.18238,-16.19631,1,233904.375
165162,0,0.5107372,0.3979463,12.89264,53460,-0.006687054,2,4.778592,0.104143,1,1412349.975
165222,0,0.7400691,0.7091891,30.26123,106920,-0.00433542,4,7.314525,0.3919367,2.5,899246.025
165256,1,0.05192459,0.5107261,14.67763,37066.5,-0.01918645,2,8.528265,0.0663832,1.33333333333333,124514.235
165261,0,0.126728419677745,0.510726079377862,34.0698135660452,147015,-0.0655188722423947,2,4.62779320375512,0.0353140916808149,1,342114.48
165280,0,0.576816451860591,0.477649154851755,30.7849696969697,94446,8.42862688592792e-05,2,13.3333333333333,-17.165288090986,2.5,122605.56
165394,0,0.402791,0.5107261,19.5848,0,-0.002780747,2,5.875441,0.3616431,1,240922.665
165404,0,0.7898613,0.4776492,12.80246,29403,-0.003861979,4,9.715026,0.2146048,1.75,395118.315
165431,1,0.5053975,0.5107261,19.21703,35995.5,-0.03456301,2,6.170663,0.06168867,1.33333333333333,124573.5
165433,0,0.1621446,0.08846056,14.77807,17820,-0.003583431,2,6.962576,0.3068224,2,64493.685
165453,0,0.5162056,0.3639452,19.50387,151470,-0.01643123,4,8.75529,0.06901163,1.25,278310.645
165475,0,0.5625903,0.5495965,18.43318,0,-0.00572459,2,1.428571,0.2536831,1.57142857142857,373830.975
165598,0,0.5088737,0.5107261,17.36726,71280,-0.02861164,2,7.330611,0.04662416,1.66666666666667,70452.54
165620,0,0.09156922,0.6313545,17.35008,76270.5,-0.005171411,4,2.799552,0.2249112,1,530669.16
165665,0,0.68400038182647,0.124519470891984,34.2026507054297,0,-0.0061273111260175,2,18.1701581872595,0.259712464523333,2.08333333333333,1065597.93
165675,0,0.3863482,0.4276574,23.60515,0,6.462862e-05,2,6.437768,-15.82234,2.125,660349.305
165727,0,0.5529301,0.3622772,13.69355,58806,-0.05705645,2,3.054741,0.02212797,1,76259.205
165736,0,0.6664425,0.6279908,20,0,5.475807e-05,4,7,-17.09779,1,183620.16
165739,0,0.7987248,0.7309874,26.18502,104674.5,-0.004457784,4,4.05954,0.3051904,1,727542.945
165754,0,0.7169849,0.4241303,9.733037,18000,-0.004052055,2,4.634779,0.2023418,1.5,2590087.455
165796,0,0.2858979,0.5107261,12.65676,53460,-0.03439338,4,3.518374,0.04374183,1,164389.545
165800,0,0.7053979,0.3376727,8.841733,0,-0.01004742,3,10.31536,0.09749612,1,56209.545
165878,1,0.143367,0.5107261,21.35736,190080,-0.0104437,4,4.204204,0.1652926,1,530513.19
165883,0,0.7007782,0.5107261,22.52193,88389,-0.003900577,2,6.896552,0.3684748,1.5,508454.055
165902,0,0.3522963,0.7826078,28.07735,0,-0.01812612,3,2.789141,0.1501114,1,687329.01
165922,0,0.6803022,0.4902575,28.69641,128731.5,-0.03746268,4,3.4825,0.03776189,1,348334.695
165974,0,0.04509039,0.5691488,23.52761,101574,-0.2476591,4,3.320421,0.008157307,1.85714285714286,414653.58
165998,0,0.3642613,0.3791005,20.42358,117850.5,-0.008258623,2,9.263548,0.1981412,1.66666666666667,5045782.68
166006,1,0.509147,0.5107261,14.91075,95040,-0.02540161,3,4.308753,0.06379048,2,185290.02
166019,0,0.6374672,0.5107261,14.74383,0,4.036717e-05,2,5.528935,-15.7114,1.2,887790.96
166040,0,0.5576174,0.5107261,16.54807,0,-0.0115077,2,4.964422,0.1142903,1,95819.67
166152,0,0.3921967,0.3927739,34.20342,0,-0.01831999,2,2.520252,0.1258001,1.33333333333333,1042615.395
166229,0,0.689551,0.6144144,20,0,-0.01081081,2,6.666667,0.1125852,1.66666666666667,981775.395
166252,0,0.5414495,0.4294237,20.722,0,-0.1090631,2,4.907842,0.01466049,1,179048.835
166307,0,0.587301,0.2837119,14.9063,47520,-0.1129265,2,4.044762,0.01292724,2.5,95757.345
166311,0,0.6469833,0.5107261,12.28718,17820,-0.005996671,2,12.82051,0.1258909,1.5,266842.08
166367,0,0.2862998,0.3170318,20,0,-0.001837729,2,12,0.546116,1.2,640461.87
166403,0,0.7265227,0.4241303,34.03319,0,-0.07841748,2,12.69895,0.03069524,1.25,1689999.525
166404,0,0.4420142,0.2764407,25.14851,98010,-0.03929455,2,7.402609,0.05378603,1,27078.345
166462,0,0.6273924,0.6738301,10.11122,0,-0.005510204,2,15.16684,0.2153503,1.15384615384615,1596685.275
166467,0,0.2936246,0.1096264,14.86316,50373,-0.02311534,2,5.325307,0.05466293,1,183486.195
166477,0,0.6529236,0.622922,20,0,-0.01132503,2,40,0.112721,1,87471.99
166484,1,0.6506157,0.1253079,30.99938,0,-0.00625492,2,11.56693,0.2484958,1.5,2662918.695
166504,0,0.4128616,0.5107261,20,0,-0.008474576,2,17.5,0.2170714,1,69293.835
166506,0,0.04198817,0.5814837,14.78665,0,-0.004648428,2,7.604563,0.3093756,1,31778.46
166574,0,0.5154136,0.5107261,18.24152,0,-0.004677312,2,16.41737,0.2951415,1.39252969782729,10215.09
166588,0,0.3298574,0.4740513,27.7436,252333,-0.002238832,4,5.951672,0.6334407,1,59044.68
166598,0,0.599588,0.5107261,14.01768,0,-0.009216097,2,5.930559,0.1123919,1,486263.295
166744,0,0.7608706,0.2103502,14.90402,85536,-0.005554983,2,6.836205,0.2676843,2.21428571428571,3386162.25
166753,0,0.543105,0.508287,29.84187,0,-0.1368893,2,4.755677,0.01340961,1,1504376.37
166839,0,0.01416433,0.6178261,24.78082,86962.5,-0.0444898,4,4.383658,0.055862,1,102961.665
166893,0,0.7245283,0.3123654,36.3671,196020,-0.1707376,4,5.292686,0.01359285,1,246901.77
166919,0,0.6038643,0.6769925,12.62718,66528,-0.001044778,4,1.631588,0.5192696,1.64285714285714,1174630.005
166963,0,0.6496557,0.6738301,16.48886,142560,-0.004374862,2,6.887052,0.2654412,1.77777777777778,1006878.06
166987,0,0.6875815,0.735221,25.39303,53995.5,6.952367e-05,2,5.617978,-15.94808,1.25,40244.445
167035,0,0.6537606,0.6127042,22.61617,106920,6.192087e-05,2,3.384095,-17.85942,1,419304.6
167045,0,0.5987635,0.3706496,22.70319,0,6.215915e-05,2,3.783866,-17.35781,2,237444.75
167075,0,0.3071616,0.7194908,17.26663,29700,-0.005964292,4,7.626602,0.1976919,1.75,405832.365
167100,0,0.492633,0.4258929,20,0,-0.07194245,4,5,0.01521121,2,115195.95
167136,0,0.5969759,0.4920601,34.02294,138996,9.315151e-05,2,4.551247,-16.60573,1.5,407414.34
167213,0,0.67449134137083,0.629674250953872,20.3673864002578,59400,-0.00859383392415942,2,6.44537544311956,0.123695198329854,1,123123.06
167306,0,0.7470405,0.3927739,20.65344,57024,5.654713e-05,2,4.011589,-17.23332,1,341255.97
167346,0,0.714868,0.2067787,20.43736,0,-0.02062297,3,16.34989,0.08604671,1,974731.68
167356,0,0.6407909,0.7726311,9.941452,8910,-0.0124113,2,14.637,0.06560197,1,322604.685
167369,0,0.7350065,0.3248912,20,0,5.475807e-05,2,8.888889,-17.69417,1,180004.5
167429,0,0.1738627,0.5107261,12.62827,100503,-0.005843714,2,4.252358,0.1521402,1.85714285714286,356443.2
167451,0,0.6058242,0.5971924,12.62899,32076,-0.007517256,2,2.928258,0.09074214,2.33333333333333,189860.085
167467,1,0.4324046,0.5107261,20,0,-0.005401026,2,16.66667,0.340318,1,68453.775
167509,0,0.712764,0.5136938,22.19396,35640,-0.05855926,2,31.7965,0.01926498,1.8,2281186.35
167565,0,0.7039325,0.7295667,20,0,-0.006457862,2,15,0.190796,1.25,3815755.155
167590,0,0.449713,0.4632753,16.26933,0,-0.1367171,2,3.221649,0.005892548,1,31749.075
167617,0,0.4834323,0.5424451,8.811481,38016,-0.03524593,2,3.040623,0.02324068,1.75,515210.31
167624,0,0.7736145,0.7726311,10.11145,11880,-0.06018722,2,4.14987,0.01019232,1,348775.83
167647,0,0.5121633,0.7091891,18.98627,57024,-0.01364937,2,7.170662,0.14673,1,188276.715
167663,0,0.5589278,0.4083589,30.16323,130680,-0.002813996,2,6.485785,0.5990611,2.5,260178.93
167672,0,0.6764711,0.6463299,12.671,45621,-0.005540444,2,7.690993,0.1575829,1.83333333333333,957602.835
167676,0,0.6519566,0.6109913,23.4738,107991,-0.004601804,2,6.57277,0.2690827,1,63123.48
167705,0,0.5611476,0.5107261,26.3269,134955,-0.009893613,2,9.124088,0.1871571,1.2,430714.08
167788,0,0.3822038,0.5107261,17.76279,59400,4.86328e-05,1,5.621135,-15.11517,1.25,167569.425
167840,0,0.2930897,0.5107261,9.428096,8910,-0.002297854,2,5.552471,0.376353,1,195215.4
167924,0,0.444907,0.3280632,10.5021,18000,-0.0173302,2,2.60052,0.04249947,1,546056.415
167929,0,0.7353641,0.7136314,25.65147,89991,-0.03461737,4,9.539962,0.04839026,1,120491.325
168005,0,0.7127461,0.3807997,12.65823,0,3.4657e-05,2,1.620253,-17.99404,1,59520.195
168008,0,0.6345716,0.832785,32.69873,144459,-0.08427508,2,5.595886,0.02853571,1,31800.285
168025,1,0.5874918,0.6512602,20.69236,112266,-0.1217197,2,7.961783,0.01044804,1,1489328.73
168030,0,0.4945461,0.563835,19.58545,124740,-0.07335374,2,3.870302,0.01835556,1.33333333333333,1786338.18
168052,1,0.01273353,0.3296551,8.390157,29700,-0.00489222,2,5.92944,0.1523632,2.5,693044.37
168183,0,0.73288,0.6479769,13.65547,37777.5,-0.004666942,4,7.784698,0.1783494,1.5,426405.555
168190,0,0.7058476,0.4578996,30.81348,0,-0.03026864,4,5.546426,0.08180649,1,106234.56
168219,0,0.0708174,0.1566398,30.99879,133650,-0.161452,2,3.105054,0.01398703,1,124990.11
168265,0,0.450422,0.8193177,19.46564,71280,-0.02495594,2,6.721559,0.06039489,1,159803.46
168278,0,0.5608622,0.5107261,20.40244,100741.5,-0.003529223,4,8.11908,0.4236717,1,23562.945
168295,1,0.07721956,0.2379161,37.58977,96228,-0.02664052,2,11.62115,0.07186879,1.39252969782729,679776.994205205
168299,0,0.5339482,0.7421816,34.20452,137214,9.364867e-05,2,4.977955,-16.8836,1,314023.41
168307,0,0.5949645,0.5107261,23.49624,0,6.433043e-05,1,5.169173,-15.46526,2.2,402460.155
168325,0,0.4382207,0.1873888,13.7993,47520,-0.02247443,4,3.994009,0.07325221,1.75,380165.715
168333,0,0.4014661,0.3016249,30.77263,89991,-0.0105639,2,3.814852,0.2521641,1,84215.97
168382,0,0.6476722,0.6832688,32.80347,106920,8.981274e-05,2,5.663583,-17.46822,1.4,589055.355
168399,0,0.5285953,0.7449322,37.75429,255717,-0.07373885,4,8.651766,0.03678425,1,129541.68
168406,1,0.3392185,0.2735647,34.08633,286902,-0.05260236,2,9.282896,0.06006674,1.42857142857143,3189381.39
168486,0,0.7547099,0.4083589,34.20215,0,-0.006286004,2,9.435075,0.4232265,2,3519812.34
168493,0,0.6424,0.6706518,13.75426,95040,-0.004080172,2,2.271179,0.3013588,1,89925.975
168510,0,0.5497278,0.5100895,20.68818,107991,-0.01394082,2,6.289308,0.1248528,1,96301.71
168517,0,0.4482686,0.832785,23.53139,106920,6.442667e-05,4,8.413082,-16.28586,1,3639863.025
168565,0,0.075787424520397,0.554946768533432,18.4341183959262,71280,-0.0663097784026121,2,3.18268618714195,0.0146131202691337,1.8,163240.695
168591,0,0.4335213,0.3606126,37.30512,0,-0.2645753,2,8.351893,0.007166091,2.5,249433.245
168641,0,0.167432237472529,0.526294939809619,19.585211902615,106920,-0.0028396711472546,2,3.04328223624887,0.353728587547441,1,45681.12
168689,0,0.611699,0.3001078,37.91291,0,-0.003550896,2,11.26126,0.5633409,1.39252969782729,679776.994205205
168696,0,0.4687175,0.7295667,12.39287,22275,3.393049e-05,2,2.097429,-15.26361,1.39252969782729,679776.994205205
168709,0,0.4559005,0.7209441,30.81549,188892,-0.0067371,2,5.206164,0.2579517,2.06666666666667,1048487.895
168762,0,0.5677386,0.5107261,21.26621,111672,-0.09579375,4,10.95647,0.01966865,1,242557.38
168800,0,0.7004342,0.6706518,37.80532,188181,-0.03533207,2,3.839877,0.06674568,1.8,457882.65
168870,1,0.3705431,0.5107261,14.64801,58806,-0.01699305,2,5.405405,0.0794763,1.875,217377.99
168873,0,0.4658869,0.7121552,34.01476,133650,9.312913e-05,2,9.653606,-17.6856,1,911217.105
168875,0,0.1326462,0.5460232,25.39978,56133,6.954215e-05,2,5.405405,-16.38522,1,55853.19
168900,1,0.319644,0.5107261,10.26493,18000,-0.008420782,2,1.661942,0.1148591,1,296783.19
168949,0,0.3899523,0.7165702,18.28069,91953,-0.01855908,4,8.645533,0.06298759,1,51033.645
168951,0,0.6486646,0.7281413,20,0,-0.01494768,4,10.66667,0.1138142,1,167971.905
168980,0,0.2453496,0.298595,25.1331,106920,-0.004978824,4,5.616084,0.2825953,1,169198.02
169021,0,0.2985239,0.3409064,9.239036,14850,-0.005952987,2,4.680187,0.1128645,1.5,107919.99
169042,0,0.1913803,0.8027455,18.34944,71280,-0.008444288,2,3.960082,0.1661442,1.33333333333333,1069854.525
169058,0,0.7618837,0.08846056,25.64651,0,-0.02985623,2,4.701859,0.08414144,1.75,363478.95
169068,0,0.2589423,0.6127042,17.34365,38133,4.748523e-05,2,6.758786,-16.51637,1.4,1311259.23
169139,0,0.5550373,0.5107261,23.79028,74133,-0.007861958,2,4.936809,0.3015746,1,291828.42
169185,0,0.3526956,0.6832688,12.83973,35640,-0.009434038,2,5.320328,0.1677968,1,82376.82
169217,0,0.5355803,0.2940831,13.15616,14256,3.60203e-05,2,11.35718,-16.28368,1.57142857142857,295849.215
169347,0,0.6018119,0.5107261,15.17707,0,-0.005598327,4,10.53963,0.1664927,1.5,1102973.49
169371,0,0.2051012,0.2238313,27.77327,172260,-0.009530977,2,2.538071,0.2346972,1,166877.325
169422,0,0.4850489,0.5107261,27.63895,85536,-0.009885174,2,3.803245,0.1682007,1,611444.745
169443,0,0.1631631,0.5107261,9.982363,11880,-0.01229355,2,4.409171,0.08206165,1.33333333333333,199169.955
169445,0,0.5498469,0.6479769,37.76547,163350,-0.08086824,4,4.616805,0.03570063,1.39252969782729,679776.994205205
169538,0,0.5788702,0.6879328,27.55373,100741.5,-0.01251873,2,10.96491,0.1089227,1.4,395005.95
169578,0,0.5317491,0.5107261,23.60282,124740,-0.01041607,2,5.182421,0.1249931,1,188786.745
169634,0,0.6636171,0.8633634,36.36687,166617,-0.0128233,2,2.49066,0.1417858,1,143316.855
169726,1,0.432571,0.3233112,20.55979,85536,-0.01567057,2,6.601283,0.08826695,1.5,137432.7
169784,0,0.6004592,0.344155,23.50946,80725.5,6.436663e-05,2,9.741163,-15.79497,1.66666666666667,1530067.68
169791,0,0.7390877,0.4525336,20,0,-0.02166847,4,8.888889,0.05631139,1,144453.96
169806,0,0.7259314,0.5107261,9.496605,22095,2.600079e-05,2,4.849661,-18.8357,1.5,1310016.735
169827,0,0.5410042,0.5107261,28.71769,285120,-0.08252211,2,3.408739,0.02101322,1,315025.92
169954,0,0.752672,0.5352763,14.24907,0,-0.004727629,2,8.549444,0.1571429,1,703370.295
170036,0,0.7224722,0.7981372,9.982363,11880,-0.001370075,4,20.7231,0.4381502,1.33333333333333,752755.32
170082,0,0.1952473,0.7662337,26.19766,224532,-0.004026693,2,6.364181,0.3689045,1,586277.19
170084,0,0.5130921,0.1168673,15.30259,95040,-0.027424,3,6.317119,0.04143769,1,216362.16
170160,0,0.4302645,0.6626378,13.3749,34303.5,-0.00233256,2,3.95132,0.2893621,1,281311.47
170230,0,0.5016966,0.5513813,30.99971,272646,-0.004978274,4,6.531205,0.4113761,2.5,98881.875
170240,0,0.2327071,0.5971924,23.53709,157171.5,-0.01590344,2,5.765904,0.08029514,1.85714285714286,2541024.81
170247,1,0.2048126,0.6263043,20.47503,190080,-0.004912434,2,4.894199,0.2128377,1.5,644636.52
170256,0,0.3983122,0.4650692,20,0,-0.01055409,2,15,0.1429218,1,98130.96
170260,0,0.4827497,0.4507473,34.20558,0,-0.005022108,2,5.130836,0.4247848,1.2,312695.235
170447,0,0.5364451,0.4884552,10.53186,0,-0.001314019,2,3.686151,0.3699857,1,142535.79
170448,0,0.4340369,0.5107261,22.49114,75555,-0.006683845,2,11.27941,0.2912663,1,359976.24
170463,0,0.6409268,0.6848277,27.8408,178200,-0.05705082,2,3.845414,0.03623135,1,45444.195
170499,0,0.2429766,0.05421298,20.55921,0,-0.1545805,4,6.578947,0.01189199,2.22222222222222,494095.77
170645,0,0.7995672,0.06733951,20,0,-0.02403846,2,20,0.0650254,1,762941.61
170690,0,0.3279412,0.4258929,8.833695,33264,-0.003666955,2,2.739413,0.127812,1.2,762946.11
170695,0,0.5283937,0.7366227,20,0,5.475807e-05,2,6.75,-16.34855,1,148387.365
