"","SK_ID_CURR","TARGET","EXT_SOURCE_2","EXT_SOURCE_3","credit_ration_annuity","credit_ratio_annuity_ratio_employed","credit_minus_goods","NAME_EDUCATION_TYPE","DAYS_CREDIT_mean","DAYS_FIRST_DRAWING_max","income_ration_annuity","DAYS_CREDIT_max","DAYS_LAST_DUE_1ST_VERSION_max","NAME_CONTRACT_STATUS_mean","AMT_PAYMENT_sum","DPD_mean","employed_ratio_birth"
"1132",164774,"0",0.04639224,0.5107261,20.44399,-0.09250672,138757.5,"2",-1194.5,-Inf,7.088009,-1109,68,2,56320.515,0,0.0182539
"1133",335134,"1",0.1995536,0.5107261,25.71579,-0.002785506,261954,"2",-1083.0304529681,-Inf,2.255639,-488.859465506906,64,1,47192.22,0,0.473995
"1134",140478,"0",0.6525121,0.5298898,30.7962,-0.02062706,98901,"2",-853.666666666667,-2502,4.631774,-469,430,1,1352816.415,0.0642857142857143,0.06909478
"1135",212011,"0",0.4934638,0.5478105,14.02246,-0.005432955,75289.5,"2",-816.666666666667,-Inf,3.82263,-712,592,2,2817459.045,0.142857142857143,0.1422352
"1136",407626,"0",0.6879431,0.3312509,30.77032,8.424616e-05,106920,"3",-184,-Inf,3.541704,-184,-2215,1,66852.225,6.54545454545455,-18.0894
"1137",259412,"0",0.6700203,0.8802685,23.5468,-0.03046158,187110,"4",-1742,-Inf,3.068723,-1353,-919,1,47172.51,0,0.05052948
"1138",435461,"0",0.3953654,0.7597122,9.688533,-0.002610057,16632,"2",-1671.13333333333,-Inf,7.511267,-495,255,1,87142.5,0,0.2164431
"1139",168591,"0",0.6083905,0.4365065,23.60176,6.461934e-05,200475,"2",-1787.72727272727,-1280,9.615385,-603,538,1.83333333333333,3016314.585,0,-17.31666
"1140",237192,"0",0.5890384,0.7091891,23.603,6.462274e-05,100363.5,"4",-1348.75,-Inf,4.240522,-377,633,1.5,158047.605,0,-17.27489
"1141",374876,"0",0.6936693,0.5107261,36.2512,-0.018783,0,"2",-1083.0304529681,-Inf,3.731741,-488.859465506906,963,1.22222222222222,2005495.83,0.0517241379310345,0.1734676
"1142",382840,"0",0.2858979,0.6785677,9.488348,-0.01395345,16632,"2",-597,-843,7.72499,-597,178,1,942759.18,1.52830188679245,0.06841735
"1143",364391,"0",0.5494464,0.5107261,30.16955,-0.007610886,137997,"2",-2672,-Inf,6.655063,-2672,239,1,785713.5,0,0.3257993
"1144",130439,"0",0.4711523,0.6380435,33.97602,-0.005477353,109593,"2",-897.5,-1068,12.68158,-433,-712,1,2574160.11,0.28125,0.3839203
"1145",187877,"0",0.7408759,0.4848515,34.20215,-0.1212842,0,"2",-1730.14285714286,-Inf,3.538153,-1405,-811,2,160609.77,1.03125,0.01453234
"1146",417596,"0",0.5423072,0.5107261,16.29883,-0.006992206,53460,"4",-1151.75,-Inf,5.034233,-231,-143,2.33333333333333,202370.85,0,0.1731026
"1147",419298,"0",0.2250352,0.375711,20.4627,-0.1044015,163467,"2",-903.666666666667,-Inf,6.691201,-183,360,1.77777777777778,3935592.27,0.49685534591195,0.01380671
"1148",170801,"0",0.7282485,0.4578996,36.36589,-0.04686326,0,"2",-1488,-Inf,3.72347,-251,28,2,446973.21,1.625,0.03791469
"1149",360656,"0",0.5429802,0.3409064,22.80412,-0.05124522,83160,"2",-1726.25,-Inf,6.958763,-1516,94,1.5,82546.83,0.166666666666667,0.02518393
"1150",113156,"0",0.293987584502261,0.438281374311192,27.6795918367347,-0.0213742021905287,146835,"2",-1063.5,-Inf,10.2040816326531,-723,470,1,1235233.98,0.450704225352113,0.0921773791728949
"1151",233384,"0",0.515441,0.3944954,34.01617,-0.006911047,134541,"2",-1485.42857142857,-Inf,5.641219,-380,-982,2,225618.66,1.17647058823529,0.3096182
"1152",140238,"0",0.7052979,0.5902333,34.20451,9.364863e-05,267300,"2",-1107.77777777778,-Inf,6.533812,-264,0,2.5,124964.595,0,-18.17853
"1153",159599,"1",0.642837,0.5107261,19.5848,-0.01051815,0,"2",-1083.0304529681,-Inf,11.75088,-488.859465506906,-2175,1,153481.77,6.94117647058824,0.1406769
"1154",313560,"0",0.6504019,0.1714684,34.10309,-0.03612615,0,"4",-114.5,-Inf,2.923122,-49,307,2,220537.26,0,0.102043
"1155",194538,"0",0.2385636,0.0878807,20.5936,5.638328e-05,55597.5,"2",-449.714285714286,-Inf,6.528,-110,973,1.25,1121009.895,0,-15.75954
"1156",222062,"0",0.5515837,0.7583931,14.90335,4.080393e-05,0,"2",-1194.16666666667,-Inf,3.688948,-92,-568,1,371953.08,0,-16.96438
"1157",195284,"0",0.6951496,0.3344541,21.34273,-0.004704151,95040,"4",-973.375,-Inf,7.929515,-75,-2301,1,42512.94,0,0.2735769
"1158",406225,"0",0.6581133,0.5107261,13.29184,-0.004826375,37777.5,"2",-1083.0304529681,-Inf,8.659883,-488.859465506906,-147,1,231092.235,1.18181818181818,0.2183462
"1159",383813,"0",0.6621951,0.508287,23.50946,-0.003154786,80725.5,"2",-1430.75,-Inf,4.870582,-549,175,1,295573.905,6.29850746268657,0.5080101
"1160",350294,"0",0.2200713,0.5107261,8.399377,-0.00391762,24948,"2",-1083.0304529681,-Inf,2.779631,-488.859465506906,336,1.33333333333333,290143.62,0.111111111111111,0.1491271
"1161",220033,"0",0.6401011,0.5744466,12.58587,-0.0271833,27562.5,"2",-1063.58333333333,-Inf,8.832188,-69,-2,1.66666666666667,495600.21,0.814814814814815,0.04243424
"1162",270445,"0",0.7004296,0.7557401,25.05675,-0.007376141,55062,"2",-1705.5,-Inf,9.784736,-848,400,1.33333333333333,337288.05,0,0.1488672
"1163",433768,"1",0.6653429,0.2636468,32.55914,8.914377e-05,57024,"3",-1594.33333333333,-Inf,6.048387,-79,208,1.5,26180.64,0,-16.45387
"1164",196710,"1",0.3634768,0.2896112,9.85891,-0.01343176,29700,"2",-409,-Inf,6.967427,-380,-19,2.33333333333333,166816.98,0,0.07487504
"1165",345358,"0",0.7131891,0.8128226,22.41147,-0.0845716,0,"3",-1327.4,-Inf,8.068131,-187,-772,1,202332.51,0,0.02037991
"1166",222746,"0",0.741392,0.6769925,30.83655,8.442749e-05,124740,"2",-1483.5,-Inf,7.354293,-276,87,2,51170.445,0,-16.71516
"1167",338111,"0",0.2285439,0.5726825,32.62385,-0.2674086,114048,"2",-1269.71428571429,-Inf,9.556575,-294,-1278,1,130026.825,0.882352941176471,0.007595094
"1168",220631,"0",0.09317337,0.3996756,32.77104,-0.01291215,156816,"4",-495.333333333333,-Inf,7.918552,-127,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.2440385
"1169",290906,"0",0.6182643,0.5172966,22.62122,-0.005261973,170271,"2",-543.833333333333,-176,3.916289,-167,207,1.25,788715.45,1.30973451327434,0.2065536
"1170",169784,"0",0.4834432,0.5797274,10.05227,-0.02326915,0,"2",-339.666666666667,-Inf,8.041817,-291,112,2.14285714285714,700714.53,0,0.01744609
"1171",442369,"0",0.4311116,0.5919766,15.35957,-0.01115437,5940,"2",-1478.66666666667,-2151,40.70556,-365,820,1.5,944347.86,0.174496644295302,0.07208292
"1172",328257,"0",0.3761605,0.5107261,13.63512,-0.01089938,0,"2",-1083.0304529681,-Inf,9.271884,-488.859465506906,-207,2.33333333333333,688714.965,0.103658536585366,0.1044502
"1173",363694,"0",0.6579263,0.3556387,9.242325,-0.03682201,29700,"4",-760.8,-Inf,4.898759,-132,-271,1.75,168187.05,0,0.02411375
"1174",363769,"0",0.5683825,0.4118486,34.06756,-0.02254637,315414,"2",-640.25,-Inf,4.136219,-85,1501,1.44444444444444,1711997.55,0,0.1112338
"1175",235630,"0",0.6366077,0.565608,9.384638,-0.008246607,14256,"2",-1800,-Inf,4.45699,-354,-969,2.5,65571.39,0,0.07904974
"1176",438033,"1",0.3299734,0.120641,36.15184,-0.02116618,0,"2",-601.777777777778,-Inf,6.025306,-13,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.09136621
"1177",382761,"0",0.6511325,0.7688076,27.67959,-0.09319728,146835,"2",-1222.125,-Inf,3.469388,-475,-788,1,371178.405,3.16326530612245,0.01447933
"1178",146999,"0",0.7317655,0.375711,27.6647,-0.1511732,118800,"2",-759.6,-Inf,8.754651,-116,-981,1,265390.785,0.166666666666667,0.01429018
"1179",445313,"0",0.6579214,0.4507473,19.51093,-0.06845939,0,"2",-986.5,-Inf,6.503642,-422,-131,1,316719.18,0,0.02780217
"1180",372014,"0",0.5256028,0.4758499,9.448613,-0.01059262,21384,"2",-671,-Inf,8.156607,-671,106,1,135252.54,0,0.1066986
"1181",398964,"0",0.6817035,0.4471786,20.7134,-0.01056806,80190,"4",-1312.75,-Inf,5.307332,-272,-1096,1.66666666666667,184775.85,0.291666666666667,0.1433377
"1182",235129,"0",0.4168907,0.6347055,23.52111,6.439852e-05,0,"2",-834,-Inf,4.116194,-336,-799,1.33333333333333,446733.945,0,-17.8953
"1183",435917,"0",0.3349672,0.2636468,16.54857,-0.02976362,42768,"2",-69,-221,4.285714,-69,-84,1.33333333333333,235235.07,0.387096774193548,0.06855734
"1184",125818,"0",0.3915922,0.7338145,27.61668,-0.003646729,0,"2",-919.5,-Inf,4.418669,-744,256,1,136957.14,0,0.5358381
"1185",258423,"0",0.6240483,0.5107261,19.5214,-0.04942127,106920,"4",-1083.0304529681,-Inf,6.179081,-488.859465506906,80,2.25,53862.165,0,0.02850339
"1186",147016,"0",0.6557774,0.5107261,8.393007,-0.005780308,13545,"2",-945,-Inf,4.195804,-945,-203,1.5,600410.475,0,0.09111446
"1187",354404,"0",0.6380633,0.4471786,23.49281,-0.009098688,69498,"2",-1582.5,-Inf,7.268616,-697,379,1.28571428571429,1094587.74,0.671875,0.1413323
"1188",279521,"0",0.476277,0.5107261,14.06138,3.849869e-05,46242,"2",-1921.5,-246,3.452509,-1921,-70,1.36363636363636,1227001.635,0.546666666666667,-15.50531
"1189",425344,"0",0.6394358,0.5107261,10.23112,2.801181e-05,38016,"2",-1083.0304529681,-Inf,1.503759,-488.859465506906,-57,1,558181.8,0.122448979591837,-15.85256
"1190",345910,"0",0.4661644,0.4170997,21.44542,-0.02000506,0,"4",-624.5,-Inf,5.361355,-91,-869,2.5,145162.305,0.272727272727273,0.1181788
"1191",394413,"0",0.6349974,0.7583931,15.58923,-0.004442642,39204,"4",-1203.66666666667,-Inf,8.273145,-376,27,1.33333333333333,1175407.29,0,0.2833266
"1192",360976,"0",0.5170083,0.3622772,20,-0.04683841,0,"4",-1188.2,-Inf,15,-29,93,1,73801.755,0,0.04012027
"1193",369080,"0",0.7886282,0.5352763,20,-0.00507872,0,"4",-1662.09523809524,-Inf,10,-86,243,1,365022.855,0,0.2850112
"1194",384578,"1",0.4294981,0.5107261,20.35973,-0.005605653,57024,"4",-1083.0304529681,-Inf,13.42282,-488.859465506906,825,1.4,2365397.505,0.254237288135593,0.2903277
"1195",370663,"0",0.5738191,0.5107261,20.78683,-0.004026116,99436.5,"2",-1083.0304529681,-Inf,2.497253,-488.859465506906,208,2,1148255.505,0.0357142857142857,0.2600746
"1196",332658,"0",0.4752025,0.7407991,30.26332,8.285805e-05,71991,"2",-731.8,-Inf,3.750647,-10,280,1.5,65946.06,0,-15.39356
"1197",426709,"1",0.1050659,0.01813743,14.78282,-0.01119063,44550,"2",-107.5,-207,6.169793,-79,-4,2.14285714285714,112278.33,0.482758620689655,0.08508857
"1198",215148,"0",0.3597765,0.4188543,23.69562,-0.02084048,106920,"2",-1543.75,-Inf,4.091095,-1114,-111,2.38461538461538,643077.99,0,0.05343045
"1199",279832,"0",0.4887529,0.5107261,10.21387,-0.002158469,25186.5,"2",-1000.25,-1988,5.229214,-45,-1290,1,387958.815,0.223404255319149,0.2799006
"1200",162286,"0",0.2361411,0.09631869,23.60472,-0.009839401,80725.5,"2",-663,-Inf,3.493084,-98,-167,1,72438.75,0.538461538461538,0.2671195
"1201",185334,"0",0.5363254,0.5107261,26.2581,-0.01838802,100741.5,"2",-1194,-325,12.19087,-1194,-248,1,996888.51,0,0.09067818
"1202",377211,"0",0.6568921,0.7713616,20,-0.009789525,0,"2",-709.285714285714,-Inf,10,-301,-3,1.66666666666667,78357.78,0,0.1377892
"1203",227472,"0",0.5167407,0.344155,19.1022,-0.01902609,0,"2",-1121.77777777778,-Inf,12.09806,-103,546,2,193843.755,0,0.07630919
"1204",304107,"0",0.1996514,0.5531647,20,5.475807e-05,0,"2",-922,-Inf,10.66667,-277,538,1,105202.035,0,-18.6358
"1205",255735,"0",0.3314012,0.7463002,17.76279,4.86328e-05,59400,"2",-1159.66666666667,-Inf,8.431703,-214,379,1.375,732446.955,0.386363636363636,-15.11329
"1206",354546,"0",0.3131926,0.4311918,14.3181,-0.002740306,0,"2",-544.75,-1288,4.653383,-322,-380,1,860980.32,0.126436781609195,0.414091
"1207",129460,"0",0.6204502,0.6832688,23.46982,-0.01606422,56668.5,"2",-914,-Inf,11.87413,-127,-304,1,295189.425,0,0.09062151
"1208",230685,"0",0.5591703,0.6894791,9.255346,-0.005755812,7722,"2",-1422.16666666667,-Inf,18.86792,-441,1558,1.33333333333333,2105997.12,0.482142857142857,0.1115582
"1209",435749,"0",0.6247611,0.4614824,25.1331,-0.07413894,106920,"3",-1251.25,-2139,3.369651,-601,-1826,1,515715.435,0.078125,0.02281753
"1210",283371,"0",0.6928463,0.6894791,20.63451,5.64953e-05,0,"4",-1218.61538461538,-Inf,12.89657,-183,364,1.2,1240125.48,0,-16.44794
"1211",322514,"0",0.2688689,0.8347842,18.94244,5.186256e-05,29700,"2",-2858,-Inf,5.02008,-2858,-796,1.66666666666667,325216.395,0,-14.92676
"1212",201636,"0",0.6030323,0.4365065,34.08333,-0.02304485,163350,"4",-756,-Inf,4.166667,-756,-220,1,135244.305,2.36363636363636,0.1285863
"1213",341554,"0",0.6606966,0.4704561,20,-0.007423905,0,"2",-1439.4,-Inf,8.888889,-306,-167,1.2,260968.86,1.82222222222222,0.1936736
"1214",180503,"0",0.7665529,0.5107261,20,-0.01202646,0,"4",-1083.0304529681,-Inf,7,-488.859465506906,153,1,256412.655,0,0.08972215
"1215",339880,"0",0.5402711,0.565608,32.80347,8.981274e-05,106920,"2",-760.666666666667,-Inf,6.607514,-146,-Inf,1.39252969782729,679776.994205205,1.0670441535606,-16.51936
"1216",429941,"0",0.4109811,0.810618,10.11193,2.768549e-05,14850,"2",-1365,-Inf,3.225194,-1240,636,1.66666666666667,158844.42,0,-14.90544
"1217",152536,"0",0.6299754,0.7106744,19.65001,-0.01686696,64368,"4",-637,-Inf,3.988533,-637,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.1035004
"1218",101972,"0",0.275824037655571,0.385914672274514,20,-0.00993541977148535,0,"2",-1229.8,-Inf,23.3333333333333,-334,-30,2.4,81248.4,0,0.126460610629476
"1219",111654,"0",0.727767888787541,0.728141299311144,36.2535256755302,-0.0123311311821531,160915.5,"2",-2625,-Inf,4.30616858650016,-2625,244,2,432753.255,0,0.155506188511584
"1220",207898,"0",0.7074432,0.2851799,21.45236,-0.01447527,95040,"2",-763.333333333333,-Inf,8.324478,-248,-1039,2.5,137254.77,0,0.1494404
"1221",446264,"0",0.4604823,0.5107261,14.26487,3.905584e-05,18531,"2",-2681.5,-Inf,7.371632,-2628,666,2.2,144242.415,9.36,-18.71505
"1222",220119,"0",0.6104777,0.4311918,25.13138,6.880729e-05,79191,"2",-704.666666666667,-Inf,4.005493,-306,354,1.77777777777778,1206145.26,0.206896551724138,-16.854
"1223",418857,"0",0.4537804,0.5107261,9.239036,-0.03914846,14850,"1",-1480.66666666667,-Inf,4.333507,-1172,-228,1,87766.38,16.9090909090909,0.02243133
"1224",303363,"0",0.6703344,0.5280928,14.33256,-0.007989166,80190,"1",-1039.91666666667,-Inf,4.270219,-276,-437,1,271366.29,0.121951219512195,0.106627
"1225",109158,"0",0.544401542295984,0.510726079377862,25.8086717136958,-0.0181751209251379,0,"3",-1083.0304529681,-Inf,9.29112181693049,-488.859465506906,-94,1,224465.49,0.0416666666666667,0.156473829201102
"1226",261832,"0",0.7174019,0.5107261,20,-0.007927071,0,"4",-1083.0304529681,-Inf,4.166667,-488.859465506906,61,1.66666666666667,2374470.405,0.0571428571428571,0.1174034
"1227",422436,"0",0.6943613,0.4596905,36.22681,-0.01333829,356400,"2",-1274.14285714286,-Inf,4.80083,-456,-332,1,85395.69,0.176470588235294,0.1662586
"1228",150023,"0",0.7036499,0.7610264,18.72141,-0.00914578,131868,"2",-1493.75,-Inf,6.988731,-545,-1503,1,197781.795,0,0.1349018
"1229",152525,"0",0.6628747,0.5107261,12.57723,-0.009780116,0,"2",-660,-Inf,33.09797,-654,102,1.57142857142857,382720.275,0,0.1541966
"1230",304693,"0",0.2715987,0.6041126,30.06879,-0.145965,85536,"3",-1445.66666666667,-Inf,4.326195,-356,-359,1.5,285443.55,6.58823529411765,0.01381253
"1231",188604,"0",0.6924692,0.3248912,23.44036,-0.002745416,73953,"2",-1803,-Inf,4.243281,-654,-1387,2,241443.9,0,0.3696424
"1232",416815,"1",0.550453,0.1704461,12.56867,-0.002761738,27324,"4",-189.666666666667,-333,8.447985,-50,55,2,695833.38,1.09375,0.2529036
"1233",362823,"0",0.6779195,0.7194908,23.53126,6.442631e-05,80761.5,"2",-1435,-Inf,2.101503,-119,-1665,1,157414.86,1.375,-16.65495
"1234",450974,"0",0.4162423,0.08503261,25.68923,-0.2088555,119394,"2",-1079.57142857143,-Inf,4.800768,-483,714,1.8,1561599.585,0.166666666666667,0.006727561
"1235",334475,"0",0.4362245,0.7136314,23.20199,-0.07918768,80190,"2",-775,-Inf,3.45638,-775,-225,2.33333333333333,92305.98,0,0.03017819
"1236",262119,"0",0.7027233,0.2067787,34.10363,-0.01864605,196020,"4",-928.666666666667,-Inf,4.963272,-266,74,1.3,887610.69,0.359223300970874,0.1071722
"1237",217968,"0",0.6526262,0.5107261,25.092,6.869948e-05,0,"2",-1083.0304529681,-Inf,5.018401,-488.859465506906,-140,1,188743.14,0.384615384615385,-15.41695
"1238",165878,"0",0.3442507,0.5107261,30.08424,8.236773e-05,0,"2",-1776.5,-Inf,5.014039,-806,74,1,82320.84,1.7,-18.74772
"1239",311813,"0",0.7292471,0.6785677,22.4932,-0.01045709,42768,"2",-1429.25,-Inf,11.32686,-202,-460,1,55019.61,0,0.2062914
"1240",372412,"0",0.5448354,0.5064842,22.61617,6.192087e-05,106920,"2",-1089.57142857143,-Inf,4.16504,-509,-2039,1,80443.395,0.416666666666667,-16.23952
"1241",333701,"0",0.6141167,0.6706518,8.792961,-0.003436093,8910,"2",-765.333333333333,-Inf,5.499038,-541,79,1,364488.39,0,0.1453234
"1242",412265,"0",0.5855296,0.06871125,20.43736,-0.01101744,0,"2",-857.818181818182,-Inf,7.153076,-308,-308,2.5,195976.665,0.208333333333333,0.1806584
"1243",279389,"1",0.6316458,0.6674577,20,5.475807e-05,0,"4",-1525.83333333333,-Inf,8.888889,-119,556,1,46789.2,0,-17.81847
"1244",303512,"0",0.1283954,0.5107261,12.60925,-0.006251489,41818.5,"2",-1083.0304529681,-231,6.998445,-488.859465506906,458,2,1261615.41,0.175,0.1263784
"1245",153806,"1",0.6879572,0.7738957,19.53553,-0.003204648,106920,"4",-1728.16666666667,-Inf,8.730574,-393,634,1.66666666666667,1722691.125,0.25,0.3126956
"1246",409807,"0",0.6323579,0.6246147,13.69301,-0.07283514,91890,"2",-856,-Inf,3.686862,-694,212,1,138419.82,2.5,0.01112294
"1247",435411,"0",0.7747957,0.5107261,10.0743,-0.0008465797,0,"4",-1083.0304529681,-Inf,3.777862,-488.859465506906,224,1.33333333333333,766171.395,0,0.6236244
"1248",376919,"0",0.7121099,0.7490217,20,-6.666667,0,"2",-437,-Inf,9,-437,159,1,152748.63,0,0.0001466993
"1249",342997,"0",0.5449005,0.8061493,27.21829,-0.01814553,0,"2",-1539.83333333333,-Inf,6.350934,-734,536,1,1384629.21,0.27027027027027,0.07959249
"1250",135739,"0",0.04685882,0.5118918,12.58463,-0.02192444,59400,"2",-2134.5,-Inf,4.380725,-1408,308,1,132417.495,0,0.04399479
"1251",416121,"0",0.7590236,0.5107261,39.55963,-0.03234639,204633,"4",-1083.0304529681,-Inf,3.40297,-488.859465506906,-607,1,22419.45,0,0.07180601
"1252",296451,"0",0.6973648,0.5107261,25.15178,-0.01377425,0,"4",-1083.0304529681,-Inf,3.469211,-488.859465506906,-155,1.5,470887.155,0,0.1995628
"1253",191302,"0",0.6030689,0.3031464,22.04823,-0.01123763,81261,"2",-475.857142857143,-Inf,3.500583,-10,135,2.1,223387.425,0.25,0.1987641
"1254",448199,"0",0.7457574,0.3606126,9.861823,-0.004741261,26136,"2",-791.666666666667,-Inf,9.730782,-323,234,1.5,103707.135,0,0.1336503
"1255",370909,"0",0.563747,0.5460232,23.65029,-0.03483106,71991,"2",-987.142857142857,-Inf,9.096422,-38,445,1.77777777777778,2283569.82,0,0.03554043
"1256",291811,"0",0.0002341861,0.5107261,12.47194,-0.004143501,0,"4",-1083.0304529681,-Inf,4.988775,-488.859465506906,-47,1.8,1330680.735,0.285714285714286,0.2182741
"1257",143134,"0",0.2269478,0.2498851,12.61549,-0.01105652,91890,"2",-399.666666666667,-265,5.661232,-17,454,1.33333333333333,143853.48,0,0.05946115
"1258",228641,"0",0.629236,0.5107261,12.47917,3.416675e-05,13365,"2",-1521,-Inf,62.5,-1521,416,1.22222222222222,940535.325,0.184210526315789,-16.38816
"1259",128221,"0",0.6488191,0.5107261,10.26549,-0.002698603,0,"2",-1083.0304529681,-Inf,7.964602,-488.859465506906,1613,1,3087062.955,0.0316455696202532,0.2866184
"1260",200814,"0",0.524534,0.5585066,10.05865,-0.00725732,29700,"2",-2554,-Inf,4.442865,-2213,39,1,108222.075,0,0.08367039
"1261",409485,"0",0.135774,0.5280928,37.24395,-0.08867607,0,"4",-1028.5,-Inf,14.27685,-224,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.0396189
"1262",105494,"0",0.663021288454815,0.706205109653656,19.6435467102332,-0.0308375929517004,65340,"2",-1854.28571428571,-Inf,2.22783306104263,-488,230,1.33333333333333,465864.975,0,0.0343766864543983
"1263",119546,"0",0.7350193,0.4471786,17.79359,4.871714e-05,0,"2",-123.5,-Inf,4.448399,-95,-892,1,323449.335,0,-16.69911
"1264",117572,"0",0.6766003,0.4848515,36.20429,-0.0232526,178200,"2",-1097.2,-Inf,5.288607,-217,-672,2.5,21089.16,0,0.1168831
"1265",133734,"0",0.6020739,0.5118918,34.05861,-0.2768993,133947,"2",-1101.92307692308,-Inf,2.46627,-306,-296,1,165676.41,0.0555555555555556,0.008370764
"1266",118225,"0",0.6843217,0.4543211,30.16998,-0.06378431,239499,"2",-1404.5,-190,5.144562,-1227,112,1.33333333333333,205673.445,0.0555555555555556,0.02680039
"1267",411580,"0",0.6252378,0.2580842,19.5851,-0.007208353,117612,"2",-142,-Inf,5.035247,-91,-18,1,857152.71,0.166666666666667,0.2471798
"1268",373110,"0",0.5902078,0.5334816,27.83964,-0.008954533,0,"4",-1464.76923076923,-2608,3.89755,-296,-372,1.88888888888889,849626.145,0.1625,0.2874445
"1269",145634,"0",0.2545732,0.5107261,18.43486,-0.01140066,61299,"2",-1083.0304529681,-Inf,8.327165,-488.859465506906,422,1.5,76607.37,0,0.1607196
"1270",252455,"0",0.6125609,0.7700871,12.65705,-0.00700058,91890,"2",-1726,-2380,6.24787,-1726,436,1,1051902.63,0.27683615819209,0.1639315
"1271",412530,"0",0.4964047,0.6594055,23.50749,-0.1187247,80190,"2",-1117.5,-Inf,4.902647,-448,-355,1,186379.83,6.4,0.01468734
"1272",147010,"0",0.6231038,0.4650692,20,-0.01679261,0,"4",-207,-Inf,20,-207,242,1.25,585974.34,0.3,0.1093062
"1273",415972,"0",0.6986601,0.810618,23.49624,-0.06183221,0,"4",-747,-Inf,3.132832,-593,-615,2,94179.51,0.166666666666667,0.02791244
"1274",119229,"0",0.6322969,0.6075573,34.08659,-0.01776268,165312,"2",-858,-Inf,3.176471,-77,-435,1,423202.23,0.533333333333333,0.1778993
"1275",208476,"0",0.5007344,0.5937176,22.35075,6.119418e-05,31185,"2",-660.571428571429,-66,18.65672,-33,1372,1.14285714285714,877815.675,2.3,-18.22206
"1276",135137,"0",0.6018486,0.04413032,20,-0.04310345,0,"3",-426,-Inf,15,-426,36,1,259309.89,0.903225806451613,0.05825487
"1277",392248,"0",0.5498036,0.4974689,30.79991,8.432718e-05,0,"4",-333,-Inf,11.0791,-37,951,1.25,1931622.57,0.125,-22.74665
"1278",367388,"0",0.6267072,0.8193177,30.76923,-0.01813154,0,"4",-2275,-1186,8.717949,-2003,168,1.4,1130233.455,0.157894736842105,0.09392296
"1279",349797,"0",0.5415852,0.2020866,23.48387,-0.01830387,117612,"2",-770,-Inf,7.762636,-282,312,2.11111111111111,429108.48,0.82051282051282,0.07324314
"1280",426534,"0",0.5292219,0.5107261,18.38125,-0.02437831,173745,"2",-1083.0304529681,-Inf,2.241497,-488.859465506906,113,1.75,151150.86,0,0.04358382
"1281",450100,"0",0.7859219,0.7151031,20,-0.002878941,0,"2",-1269,-Inf,36,-489,-Inf,1.39252969782729,679776.994205205,1.0670441535606,0.3836638
"1282",272885,"0",0.3856693,0.3706496,14.3681,-0.01216604,0,"2",-791,-Inf,3.420975,-147,118,1.85714285714286,833891.94,0.637795275590551,0.0600651
"1283",266902,"0",0.446344,0.6561584,34.89936,9.555108e-05,98010,"4",-1145.69230769231,-Inf,9.269068,-173,396,1.90909090909091,893069.955,0.203703703703704,-16.52833
"1284",170036,"0",0.62533,0.6397076,18.68384,-0.001404061,73417.5,"2",-1302.25,-Inf,12.5274,-372,305,1.25,1141669.26,0,0.6484577
"1285",438139,"0",0.5844838,0.2238313,16.29148,-0.001594547,88389,"2",-2105.11111111111,-Inf,6.805036,-264,276,1.28571428571429,534998.07,0.4,0.534334
"1286",254367,"0",0.6576753,0.7076993,34.03455,-0.05991998,0,"2",-1457.78571428571,-Inf,5.130836,-281,1343,1.9,762891.705,0.491525423728814,0.03857123
"1287",187758,"0",0.4652503,0.5154954,18.9313,-0.002589072,0,"4",-1466.7,-Inf,12.21374,-401,-162,1,136072.125,4.375,0.4670414
"1288",271937,"0",0.1386187,0.2580842,20,-0.0185701,0,"2",-696.5,-Inf,10,-32,686,1.69230769230769,2109789.09,0.662337662337662,0.09768707
"1289",139806,"1",0.3180293,0.3392877,14.70584,-0.03135573,49896,"2",-2276,-Inf,5.440696,-2276,502,2.27272727272727,907762.815,0.321428571428571,0.03980648
"1290",273162,"1",0.4813848,0.5107261,14.88345,-0.00588977,62725.5,"2",-1083.0304529681,-Inf,37.23701,-488.859465506906,332,1.4,2015685,0.203703703703704,0.1656289
"1291",117357,"1",0.6904164,0.1787605,16.54846,-0.004813398,0,"2",-1043.875,-Inf,4.255319,-226,1117,1.42857142857143,1925419.59,8.48888888888889,0.2358348
"1292",308522,"0",0.5761971,0.5107261,10.11158,2.768453e-05,16155,"4",-1083.0304529681,-Inf,2.118644,-488.859465506906,-15,1.5,924267.96,0.108108108108108,-16.51861
"1293",430588,"0",0.394895,0.4101026,20,-0.02724796,0,"3",-347.5,-Inf,9.333333,-269,287,1,152524.53,0,0.09275875
"1294",328932,"0",0.5523895,0.2176285,30.99814,-0.008398304,0,"2",-1404.42857142857,-Inf,3.099814,-158,1494,1.625,2949820.695,20.2173913043478,0.1679865
"1295",194664,"1",0.02402558,0.1117564,20.44098,-0.05840279,133056,"2",-1249.5,-998,8.211866,-116,596,1.66666666666667,2260545.255,0.534090909090909,0.02862049
"1296",350192,"0",0.5319887,0.6642483,17.26663,4.727435e-05,29700,"2",-1413.13333333333,-Inf,8.23673,-438,449,1.5,829982.52,0,-15.09393
