"TARGET","EXT_SOURCE_2","EXT_SOURCE_3","credit_ration_annuity","credit_minus_goods","credit_ratio_annuity_ratio_employed","NAME_EDUCATION_TYPE","income_ration_annuity","employed_ratio_birth","NAME_CONTRACT_STATUS_mean","AMT_PAYMENT_sum","DPD_mean"
0,0.4808935,0.5107261,34.20342,0,-0.03860431,4,6.30063,0.07537218,1,549309.78,0
0,0.5134909,0.6496203,20.66285,0,-0.008318377,2,5.114566,0.1405057,1.33333333333333,959851.89,0
0,0.6247714,0.7981372,21.32077,133056,-0.005196386,2,5.353319,0.2348598,1.33333333333333,761742.315,0
0,0.7906261,0.6577838,21.45076,190080,-0.005202707,2,4.524204,0.2289792,1,86559.39,0
0,0.6569019,0.5107261,20,0,-0.0862069,4,40,0.0183182,1,89856.18,0
0,0.4741447,0.1068419,22.41758,0,-0.004602255,2,12.30769,0.2600502,1.39252969782729,679776.994205205,1.0670441535606
0,0.08305912,0.5549468,20.45946,95040,-0.0280651,2,3.209459,0.07880229,2.25,503196.165,0
0,0.7124998,0.3425289,32.62178,66528,-0.0471413,2,5.771451,0.06508653,1,45812.79,0
0,0.6052235,0.420611,20,0,-0.02242152,2,22.5,0.1126974,1.25,95844.015,0.291666666666667
0,0.3007679,0.4453962,17.77769,29938.5,-0.001250981,2,12.76161,0.6698247,2,360084.195,0.0555555555555556
0,0.701548,0.5602843,25.05521,53995.5,-0.006579625,2,4.878049,0.1919935,1.22222222222222,744133.455,0.0533333333333333
0,0.3738081,0.6848277,19.5848,0,-0.005207339,2,2.93772,0.2780571,2.33333333333333,84337.29,0.5
0,0.473147,0.5107261,20,0,-0.0286123,3,15,0.05427019,1,73838.16,9.2
0,0.5154519,0.420611,30.80533,179982,-0.009791904,2,5.462093,0.139667,1,187842.915,0
1,0.1859612,0.5107261,9.908761,0,-0.002481533,2,2.943196,0.1966801,1,19781.19,0
0,0.7429402,0.7544062,10.53211,23166,-0.005078162,2,3.896509,0.1145224,1.5,776876.985,0
0,0.1572733,0.3996756,10.21292,29700,-0.006122853,2,4.871887,0.06722283,1.16666666666667,945570.465,0
0,0.4445722,0.5107261,23.53747,213840,-0.01360547,2,2.852796,0.1812847,1,201437.865,0.105263157894737
0,0.1279044,0.5107261,13.95733,22275,3.821381e-05,2,5.08001,-15.25214,1.57142857142857,1153277.28,1.20869565217391
0,0.372923,0.4848515,20,0,-0.1129944,2,11.33333,0.02270395,1,97872.705,0
0,0.2858979,0.6832688,10.11634,0,2.769755e-05,2,6.069803,-18.49051,1,172863.945,0
0,0.4291659,0.5762088,30.15318,0,-0.05128092,2,3.859607,0.05523201,1.5,389973.87,1.43243243243243
0,0.5862353,0.6279908,25.53991,38313,6.99258e-05,4,8.676252,-22.8806,1.8,49791.105,0
0,0.5347807,0.3689687,9.322433,6831,-0.008368432,2,11.40684,0.1021643,1.83333333333333,366411.285,0
0,0.7679742,0.5107261,30.99883,196020,-0.003637506,2,3.609131,0.3761808,1,173864.52,0
0,0.6785685,0.3490553,25.07337,110128.5,6.864845e-05,2,5.900865,-17.03956,2.30769230769231,280108.98,0.173913043478261
0,0.6860717,0.5028783,20.78714,0,-0.008936861,2,6.929047,0.2221373,1,161069.31,0
0,0.6249149,0.4830502,36.36364,0,-0.006660007,2,6.060606,0.273,1.21428571428571,1301358.87,2.16489361702128
0,0.6427817,0.6330316,10.52827,29700,-0.05110813,2,7.068452,0.02063921,1,102352.23,0
0,0.4015975,0.6075573,27.71292,106920,-0.006839319,2,5.582137,0.2033116,1.39252969782729,34431.75,0
0,0.4255376,0.58674,13.69162,0,-0.01455007,2,5.758157,0.09169752,2,212570.1,0.7
0,0.457105,0.5442347,20.6784,0,5.661545e-05,2,7.255578,-16.99437,1.6,1660798.53,0.11864406779661
0,0.5723907,0.391055,19.52934,0,-0.005430852,4,8.007031,0.2779195,2,42756.93,0.6
0,0.6616274,0.5107261,26.27978,106443,-0.00333077,2,5.278786,0.5130706,1.25,103046.805,1.06666666666667
0,0.5075074,0.3123654,23.50936,149688,-0.004721704,2,8.819539,0.324894,1.75,1587313.8,0.093167701863354
0,0.690135888263387,0.14287252304132,12.6304441569642,115830,-0.0132117616704647,2,4.67155383067414,0.0609927268087278,2.14285714285714,2719426.86,1.46753246753247
0,0.6783538,0.5107261,20.79304,0,-0.04471621,2,8.704062,0.05525847,1,249733.44,0
0,0.4474358,0.5107261,12.43032,35640,-0.008045512,2,2.533978,0.1413282,1,47350.08,0
1,0.2767992,0.3280632,20.44098,133056,-0.01206669,2,5.132416,0.1768821,2,200789.415,0
0,0.1020795,0.0828147,25.67643,183546,-0.008662763,2,8.928571,0.1981416,1.78571428571429,2150004.6,2.80099502487562
0,0.1116582,0.7394118,20.43736,0,-0.009027102,3,13.28428,0.1816723,2.07692307692308,743039.235,0.642857142857143
0,0.5381467,0.6925591,8.42602,0,-0.005791079,2,1.685204,0.1286472,1,21735.315,3.71428571428571
0,0.366990075637142,0.49566582913973,20.6837016574586,89100,5.66299741746141e-05,2,6.9060773480663,-16.0652298218606,1.6,392248.125,0.130434782608696
0,0.6737275,0.6296743,10.01335,0,-0.004800264,2,15.02003,0.1281799,1.38461538461538,1855286.64,0
0,0.5881965,0.5107261,13.59513,39915,-0.01052255,2,16.59292,0.1479276,1,180839.835,0
0,0.2089495,0.7898803,25.68695,115830,-0.008170151,2,4.123371,0.1614626,1,94114.845,0
0,0.6823675,0.6075573,10.11058,0,-0.006744886,2,15.79779,0.06929228,1.33333333333333,646399.665,2.62857142857143
0,0.5080321,0.5107261,20,0,-0.01643385,2,7.142857,0.1018325,1,171513.225,1.03703703703704
0,0.6190949,0.1014594,9.285051,0,-0.008826094,2,5.222841,0.09602045,1.5,2344668.075,0.315789473684211
0,0.7470529,0.5107261,20,0,-0.007651109,2,7.272727,0.1673388,1,147137.94,0
1,0.418976,0.2881296,14.80814,21384,-0.02059547,2,14.53488,0.04653119,2,596688.885,0.301587301587302
0,0.463134558811949,0.318595524053763,20.4373594931535,0,-0.00699669958683789,4,8.17494379726139,0.201184654590537,2,15891.165,0
0,0.3841834,0.5298898,10.02657,17820,-0.003329981,2,20.66726,0.2586103,1.6,1852710.525,0
0,0.73324799036371,0.510726079377862,10.5157999894842,0,-0.010643522256563,4,1.15673799884326,0.0961182994454713,1,230189.85,0.0454545454545455
0,0.3624504,0.6910212,37.5268,0,-0.00351013,2,9.292352,0.5837611,1.39252969782729,679776.994205205,1.0670441535606
0,0.4288981,0.2366108,20,0,-0.01906578,2,30,0.05405545,1.8,117365.67,0
0,0.3610821,0.5107261,30.08567,0,-0.003799176,2,11.95457,0.4886763,1.39252969782729,679776.994205205,1.0670441535606
0,0.03241091,0.6738301,27.74767,146835,-0.01074658,2,3.488372,0.2380601,1,237719.385,0
0,0.5478435,0.5107261,18.35884,120465,-0.006035121,2,2.807806,0.1805127,2.5,478309.995,1.20689655172414
0,0.6195898,0.7713616,10.04946,24948,-0.002896933,2,5.072923,0.2409697,1.5,1329222.555,0.388059701492537
0,0.6369465,0.5107261,19.52934,0,-0.1896053,4,8.202324,0.01005172,1,532660.635,0
0,0.3365864,0.5107261,20,0,-0.01152074,2,25,0.1657437,1.5,54577.8,0
0,0.1631243,0.7662337,30.84449,133650,8.444923e-05,2,7.723996,-16.99912,1,53049.555,0
0,0.7109474,0.5107261,36.26715,183901.5,-0.01176741,2,4.240482,0.159656,1.5,121785.75,0.1
0,0.1596792,0.5107261,10.20877,14850,2.795063e-05,2,2.145183,-16.0103,1,187185.78,0
0,0.5254992,0.5107261,20,0,-0.03120125,2,7.142857,0.05186084,1,152266.77,0
0,0.5673576,0.5797274,30.86675,267300,8.451016e-05,2,5.159198,-16.87346,1.66666666666667,434231.775,0
0,0.4203287,0.8139175,20,0,-0.06872852,4,20,0.01897867,1,81697.5,1
0,0.5125949,0.5107261,19.64874,134721,-0.003718535,2,3.275467,0.2404222,1.39252969782729,679776.994205205,1.0670441535606
0,0.4734523,0.6512602,24.16393,0,6.61585e-05,2,2.899671,-20.71478,1,160231.635,0.00952380952380952
0,0.7523707,0.6817059,10.58977,14256,2.899378e-05,2,2.849958,-15.3399,1.5,54321.885,0
0,0.531308,0.6512602,34.06951,143748,-0.02481392,2,3.380663,0.100124,1.5,1397664.09,0.0114942528735632
1,0.2234338,0.5107261,19.52076,80190,-0.1668441,2,5.815982,0.007100807,2.6,218809.485,49
0,0.2622584,0.6347055,25.12815,178555.5,-0.03539175,2,7.294833,0.0413151,1,290134.935,0.461538461538462
0,0.6525568,0.2866525,34.19973,0,-0.02451593,2,3.419973,0.1320773,1,207054.45,0.235294117647059
0,0.7457822,0.2650494,20.7134,80190,5.67113e-05,2,8.639842,-16.88751,1.5,199002.42,0
0,0.4466142,0.8555236,34.19973,0,9.363554e-05,2,4.103967,-15.55682,1.33333333333333,115845.255,0
0,0.1034343,0.5107261,20,0,-0.03322259,4,10,0.03074409,1,53939.52,0
0,0.3916808,0.3979463,22.3632,98010,6.122829e-05,2,4.278779,-16.92272,2,2455507.575,0
0,0.5539462,0.5107261,30.88708,0,-0.01012691,2,5.559674,0.2274252,2,416611.305,0.0967741935483871
0,0.6648364,0.5107261,20.41549,110245.5,-0.02711221,4,9.89854,0.07079729,1.33333333333333,318925.62,1.63414634146341
0,0.7017265,0.5107261,25.05521,53995.5,-0.06998662,2,7.760532,0.02109978,1.66666666666667,179171.145,0.545454545454545
0,0.2494086,0.3539876,32.52734,52272,8.905672e-05,2,6.982422,-16.94549,1.39252969782729,679776.994205205,1.0670441535606
0,0.6269322,0.5107261,20,0,-0.00551116,2,10,0.319398,1,443505.78,0.105263157894737
0,0.07827005,0.6296743,26.30756,71280,7.202755e-05,2,2.896032,-15.50596,1,81610.11,0.166666666666667
0,0.7138328,0.7544062,18.70727,53815.5,-0.002027888,4,7.46183,0.5265411,1,372959.1,0
0,0.6617107,0.6161217,26.18734,189355.5,-0.03289867,2,3.99361,0.04887634,1,1909196.19,0.183098591549296
0,0.6386237,0.4453962,20,0,-0.02962963,2,10,0.06044054,1,65140.56,0
0,0.5849033,0.5107261,21.4601,35640,-0.03316863,2,14.14827,0.04178237,1,128932.155,0
0,0.6537408,0.5107261,34.03744,154143,-0.01747302,2,4.105764,0.1078687,1.53846153846154,2098548.945,0.0133333333333333
0,0.5774462,0.5107261,14.9063,47520,-0.111241,2,5.393016,0.01087662,1,223729.155,0
0,0.4949452,0.3457848,34.8932,106920,-0.04239757,4,20.63107,0.0644227,1.71428571428571,2077051.455,0.172413793103448
0,0.4479116,0.7407991,34.05711,0,-0.01872298,2,3.346222,0.1469899,1,489749.805,0.390625
1,0.6696188,0.4048784,20.56018,95040,-0.008888965,3,10.18503,0.2088488,1.9,1332989.19,0.306451612903226
0,0.4411191,0.5154954,22.59007,114403.5,-0.02184726,2,9.723644,0.05157107,1,224055.63,0
0,0.7179956,0.6144144,27.66164,97893,-0.3293052,2,5.543237,0.006024961,1,134188.38,1.45454545454545
1,0.03893488,0.367291,34.19973,0,-0.02554124,2,6.839945,0.08157173,1.5,105089.13,0
0,0.5398094,0.1819591,8.84375,7722,-0.003354989,2,15.02404,0.1849954,1.72727272727273,700289.865,0.103448275862069
1,0.1893312,0.1595195,12.61141,42768,-0.03233694,2,4.435995,0.04337671,1.33333333333333,120074.13,0
0,0.3144216,0.5388627,14.36807,26995.5,-0.03831485,2,3.088492,0.02989954,1,66889.575,0
0,0.1915259,0.08730427,34.0268,141669,-0.004657377,2,6.609503,0.5047323,2,1002606.615,0.176470588235294
0,0.5068515,0.7338145,37.91637,0,-0.04775362,2,9.802268,0.0804621,1.33333333333333,1002311.775,0.0425531914893617
0,0.579611,0.6863823,37.82979,397386,0.0001035743,2,4.956103,-16.7558,1.78571428571429,4325005.305,0
0,0.5316783,0.5107261,15.64945,0,-0.004942973,2,8.607199,0.2782807,1.8,495795.465,0.0555555555555556
0,0.7105608,0.5280928,19.54343,33264,-0.1699429,4,11.36364,0.006360619,1.875,823577.4,0.0869565217391304
0,0.523765,0.2807896,9.931677,4455,-0.001035197,2,15.52795,0.5230618,1.41666666666667,3218590.35,0.105769230769231
0,0.1098256,0.1293143,18.25087,57024,-0.001967748,2,6.930007,0.5808492,3,73501.65,1.66666666666667
0,0.3394979,0.1585549,19.58508,196020,5.362204e-05,2,6.432937,-33.8094,1.33333333333333,108629.865,0
1,0.6301131,0.5107261,15.58951,100980,-0.01450187,2,5.092946,0.06131295,1.75,94341.15,0
0,0.6451232,0.7076993,23.53139,106920,-0.007508421,4,5.258176,0.1992878,1,1414490.13,0.12
0,0.628838,0.3280632,14.86316,50373,-0.03196379,2,6.946052,0.05067568,1.875,611813.43,0.467741935483871
0,0.6998879,0.3425289,22.4932,42768,-0.00644874,2,9.708738,0.2110231,1.625,147326.985,0
0,0.4136411,0.8083936,18.43658,0,-0.05519934,2,13.27434,0.02115397,1,36516.6,0
0,0.6124,0.5549468,21.34273,95040,5.843433e-05,2,6.167401,-18.86781,2.25,30690.315,0
0,0.588366,0.2881296,34.04187,0,-0.01000643,4,12.78568,0.3114244,1.30769230769231,2187698.355,0.25
0,0.676762928406661,0.683268831423229,37.7259631490787,167508,0.000103290037451994,1,13.4003350083752,-17.0379717311191,1.25,3418326.405,0
0,0.5998977,0.1654075,34.20056,0,-0.03458095,2,5.252229,0.09058436,1,1123927.56,0.111111111111111
0,0.6233297,0.7886808,9.285051,0,-0.05627304,4,4.456825,0.0175775,1,208399.23,1.15
0,0.5712449,0.157595,21.34273,95040,-0.004117834,2,7.048458,0.2894399,1.44444444444444,3538076.76,0.475247524752475
0,0.71522,0.5779691,8.382055,28512,-0.001724348,4,17.72793,0.3466695,1.66666666666667,597676.86,0
0,0.665708,0.7726311,12.65768,61776,-0.002423915,2,6.164685,0.2899661,1,211578.75,0
0,0.5282466,0.5107261,18.36974,94801.5,-0.07065284,3,1.788482,0.02479969,1.4,500980.455,0.804347826086957
0,0.6074523,0.7407991,18.71181,107631,-0.007499723,2,6.953359,0.1741832,1.42857142857143,1055550.69,0
0,0.4560578,0.5107261,9.285051,0,-0.02119875,2,9.285051,0.04919137,1,118536.03,0.571428571428571
0,0.6522047,0.5709165,20.40053,118800,-0.02307753,4,12.01602,0.08886208,2,46521.225,7
0,0.5151078,0.6397076,20,0,-0.001948558,2,20,0.5268183,1,183363.3,0
0,0.5970496,0.508287,25.11336,85536,-0.0170723,2,7.01459,0.1117951,1.5,358834.41,0.151515151515152
0,0.6407205,0.3962196,13.71064,112743,-0.02176293,2,4.408464,0.06279278,1.5,120287.61,0
1,0.3313625,0.6212263,12.57778,29700,-0.00606158,2,4.766667,0.1762208,1.75,1999742.625,1.06060606060606
0,0.5445968,0.5107261,12.43213,44550,-0.002259976,2,5.090498,0.3599424,1,747280.44,0.925925925925926
0,0.2400484,0.5107261,19.4505,101574,-0.1852429,2,2.933268,0.01066206,1,131279.265,0
0,0.5479951,0.5107261,26.2581,100741.5,-0.01239174,2,6.617903,0.1211549,1,100541.025,0.24
0,0.6935996,0.4382814,20,0,-0.005834306,4,10,0.186924,1.5,102745.305,0
1,0.07179486,0.2636468,12.60968,80784,3.452409e-05,2,4.505664,-18.45034,2.15,908162.91,1.421875
1,0.5457843,0.5107261,16.34625,62725.5,-0.03262725,2,3.218539,0.02545602,1.71428571428571,105109.83,0.2
0,0.705357,0.3791005,18.43361,89100,-0.02435087,4,11.69411,0.0550866,2.55,3570045.885,0
0,0.250335,0.3639452,20.40053,118800,-0.01308565,2,8.811749,0.08234735,1.94444444444444,295778.34,0.142857142857143
0,0.7039143,0.5107261,34.20414,178200,-0.002667822,2,6.281228,0.6414349,1.57142857142857,5607487.395,0.779166666666667
0,0.4832794,0.2764407,9.47758,24709.5,-0.001066094,2,4.615892,0.553308,1.57142857142857,974862.81,0
0,0.3859905,0.2512394,28.14111,349272,-0.06439613,2,2.571223,0.03398134,1.5,51707.025,0
0,0.5152771,0.1368005,13.33185,0,-0.009162785,2,6.665926,0.09529735,1.94736842105263,2047505.895,0.0217391304347826
0,0.5508264,0.6313545,33.97508,0,-0.01557062,2,5.662514,0.1840729,1.28571428571429,651061.485,0.444444444444444
0,0.3432838,0.6246147,9.239036,14850,2.529559e-05,2,4.784191,-19.53276,1,98290.8,0
0,0.4210322,0.0005272652,23.60226,98010,-0.0136904,3,3.907946,0.1659927,2.54545454545455,2114104.59,0.238095238095238
0,0.1006216,0.6380435,23.49747,132579,-0.01383018,2,3.062318,0.08607762,1,43840.125,0
0,0.7185,0.1041199,34.07993,158121,9.330755e-05,4,6.148549,-17.05149,1.5,35979.525,0
1,0.5978227,0.2139669,19.42929,75555,-0.03265426,2,8.351893,0.043437,1.375,612863.01,0.117647058823529
0,0.6574537,0.5244964,34.8932,133650,9.553422e-05,2,3.495146,-17.5792,1.6,550016.595,1.86666666666667
0,0.5685112,0.8357765,13.28182,0,3.636433e-05,2,8.452065,-16.68691,1,175379.535,0
0,0.2552626,0.7136314,22.5765,71280,-0.009714499,2,5.846813,0.09945224,1.39252969782729,679776.994205205,1.0670441535606
0,0.4712014,0.5107261,27.22212,106920,-0.005035538,2,4.733952,0.4092974,1.36363636363636,3489315.3,0.140740740740741
0,0.7078866,0.4902575,30.86675,267300,8.451016e-05,2,2.948113,-17.43986,1,43417.395,0
0,0.7388557,0.7623356,27.72989,213840,-0.002909442,2,4.91366,0.5545148,1.5,834518.16,0
0,0.5952174,0.5107261,10.11122,0,-0.02848232,4,8.088979,0.02896068,1,190916.19,0.176470588235294
0,0.5988318,0.3962196,20,0,-0.007736944,4,20,0.1380655,1,22136.355,0
0,0.7095749,0.7267112,25.0768,112266,-0.002558858,4,6.754149,0.5033643,1.57142857142857,1103843.79,0
0,0.6484702,0.1034491,34.20414,178200,-0.03689767,4,6.423983,0.06045389,1,62851.455,0
0,0.7169894,0.5107261,22.4758,0,6.153655e-05,2,6.915629,-18.60921,1.375,1429637.22,0.507936507936508
0,0.634181,0.58674,20,0,-0.01488095,4,8.333333,0.09779524,1,249099.75,0
0,0.5868664,0.5107261,12.60708,75735,-0.00306891,2,4.118616,0.2958162,1,1005270.165,0.827586206896552
0,0.3158989,0.8083936,9.520606,17820,-0.005289225,2,3.083824,0.1079072,1.75,278159.085,1.25925925925926
0,0.6294757,0.6347055,34.06312,178200,-0.01552558,3,4.975832,0.1884394,1.75,159695.37,0.0857142857142857
0,0.01505011,0.1614631,20.78835,64152,5.69165e-05,1,5.039194,-16.5553,2.16666666666667,1247936.085,0
1,0.4317768,0.6463299,30.88074,131332.5,-0.0104186,4,2.012342,0.2709076,1.66666666666667,76663.935,0
0,0.6689896,0.4471786,20.31694,0,-0.005710215,4,8.126778,0.3076524,1,49050.18,0
0,0.09536149,0.5316861,11.59729,53460,-0.06302875,2,4.840271,0.01948946,1.5,1034928.45,0.741379310344828
0,0.4415342,0.1907059,37.406,125928,-0.01658803,2,11.54734,0.1960358,2.2,150545.25,0
0,0.4123687,0.5154954,15.64897,47520,-0.005934385,4,7.077141,0.1789738,2.1,1225579.41,0.0845070422535211
0,0.493677,0.7338145,15.64945,0,-0.003818802,2,7.198748,0.3631691,1,528655.905,0.428571428571429
0,0.6797169,0.4956658,22.16749,0,-0.004406179,2,29.55665,0.2906412,1.33333333333333,1902491.64,0.358333333333333
0,0.5526166,0.5989262,10.90341,60588,-0.007048097,4,4.666356,0.1670085,2,218252.88,0
1,0.1099754,0.5442347,8.359956,16038,-0.001898695,2,6.838074,0.341954,1.6,58016.16,0.923076923076923
0,0.3888189,0.1918216,17.34746,95040,-0.009964081,2,6.445145,0.08409815,1.25,476379.675,3.35
0,0.5588199,0.5100895,10.63448,14850,-0.01290592,2,4.588986,0.08480856,1,68599.575,0
0,0.719397,0.3927739,20,0,-0.01865672,4,15,0.1153308,1,78059.16,0
1,0.5058949,0.5107261,20.42649,119749.5,-0.02455107,2,7.978117,0.08572901,2,392044.05,0
0,0.4911519,0.2353105,25.21618,98010,6.903946e-05,4,4.63908,-18.62914,2.44444444444444,981632.385,0
0,0.6562905,0.5107261,36.2558,196020,-0.007001893,4,2.110595,0.3230596,1,716943.825,0
0,0.7424471,0.6463299,10.21292,29700,2.796199e-05,2,2.887044,-14.75789,1,924581.43,0
0,0.6016128,0.4596905,21.30616,0,-0.002697665,2,12.73738,0.4867497,2,523461.15,0
0,0.7185398,0.7910749,25.10772,80190,-0.006922448,2,4.48833,0.2207278,1,197326.62,0.914893617021277
0,0.4066105,0.2200946,16.35359,0,-0.005132954,3,10.60773,0.3050555,1.76923076923077,722212.65,0.0416666666666667
0,0.09406217,0.7209441,18.32363,94090.5,-0.004644774,2,7.168459,0.3461437,1.39252969782729,679776.994205205,1.0670441535606
0,0.773672,0.2405414,20.55921,0,-0.03119759,2,18.50329,0.04073433,1.75,1488533.445,0
0,0.6610642,0.5107261,30.15495,0,8.256133e-05,2,2.026222,-17.27407,1,250179.885,2.97435897435897
0,0.6496756,0.4347332,10.80614,0,-0.008312414,2,5.835314,0.08640744,1.2,208706.535,0
0,0.5657358,0.5107261,20.58724,0,5.636588e-05,2,13.49983,-15.67903,1,608138.145,0
1,0.5559283,0.5107261,12.59948,13810.5,-0.01214993,2,6.286982,0.1036378,2,74357.955,0
0,0.4767025,0.5107261,27.652,72706.5,7.57085e-05,2,5.382635,-15.60001,1.5,212499.81,0
0,0.6937901,0.5107261,20.71875,160380,-0.007667931,4,7.8125,0.1799414,1,341117.91,0.428571428571429
0,0.5284264,0.5107261,25.092,0,6.869948e-05,2,6.691201,-17.26427,1.5,35048.07,0
0,0.2190334,0.4632753,22.48309,72706.5,6.155653e-05,2,9.03917,-16.9141,1,81477.72,0
0,0.4996465,0.6413683,30.16322,131202,-0.004402105,2,3.768303,0.3730198,1.75,590535.9,0
0,0.5336326,0.5388627,17.22983,23760,4.717361e-05,2,17.12329,-15.73103,1.35714285714286,4434585.075,1.15789473684211
0,0.6214796,0.7380196,27.75622,163944,-0.006159837,4,6.250651,0.2454382,2.21428571428571,3724614.855,0.171428571428571
0,0.5486775,0.5107261,9.288205,9504,-0.004847706,2,17.94872,0.1933401,1.44444444444444,489408.93,0.17910447761194
0,0.4689462,0.6246147,19.10067,142560,-0.008773848,4,3.626342,0.1564386,1,1258699.32,0
0,0.7033853,0.2608559,14.86566,71280,-0.008960614,2,10.38609,0.1183901,1,51176.025,0
0,0.2106643,0.5107261,20,0,-0.01055409,4,20,0.1131681,1,62969.4,0
0,0.08077005,0.2851799,20,0,-0.106383,2,10.22222,0.01666224,1.33333333333333,484534.98,0.684210526315789
0,0.5818685,0.1819591,19.43081,42768,-0.02811984,2,5.591278,0.05973375,1.44444444444444,694463.31,0.574468085106383
0,0.2087653,0.1873888,10.23753,35995.5,-0.009148822,2,4.696159,0.05492025,1.83333333333333,1214155.44,0.209302325581395
0,0.3947748,0.5107261,31.85012,0,-0.004459552,4,16.39344,0.3662001,1,49755.285,0
0,0.7321259,0.785052,18.36885,0,-0.007846581,2,4.286064,0.1264927,1.39252969782729,679776.994205205,1.0670441535606
0,0.04932702,0.3490553,25.71534,267300,-0.01694028,4,2.456097,0.08102482,2,1001875.95,0.873239436619718
0,0.4887037,0.2866525,21.34273,95040,-0.04294312,4,6.167401,0.04366544,1,969411.465,0
0,0.2683663,0.5726825,17.90906,53460,4.903328e-05,2,3.318951,-19.64517,1.8,24575.85,0
0,0.2453496,0.8050197,20,0,-0.01191185,4,11.42857,0.1094381,1.5,524029.455,0
0,0.5774515,0.6347055,10.15238,7425,2.779624e-05,2,7.238095,-14.82197,1,369320.535,2.12765957446809
0,0.2363147,0.6479769,9.624639,0,-0.003360558,2,10.5871,0.152219,2.5,34498.665,0
0,0.398611,0.4400578,27.67503,155983.5,-0.005224661,2,5.099959,0.3870378,1.9,689116.185,0.216216216216216
0,0.6373611,0.7121552,20,0,-0.005527916,2,7.5,0.1910747,1,221452.425,0
0,0.1155265,0.5107261,9.365254,11880,-0.02162876,3,4.392708,0.04073377,1.5,107794.575,0
0,0.7355471,0.7165702,26.18734,189355.5,-0.004445314,2,5.324814,0.4024457,1.25,1238189.085,0
0,0.163187,0.2055981,20.35969,0,-0.01216957,2,8.483203,0.1499238,1.4,1058694.48,0.112676056338028
0,0.2652563,0.6512602,17.167,32076,-0.004058393,2,22.63581,0.1792601,1,2648764.755,0.0294117647058824
0,0.7264532,0.4048784,36.2361,169884,-0.009090842,4,7.301935,0.1878682,1.61538461538462,615562.2,0.0689655172413793
0,0.7216779,0.7476634,16.16744,39204,-0.01303826,2,8.914729,0.06558418,1.39252969782729,467532.045,0.315789473684211
0,0.5978648,0.4365065,34.06951,143748,9.327901e-05,2,3.786342,-16.8036,1,2302876.305,4.42553191489362
0,0.4318412,0.2910974,20,0,5.475807e-05,2,8.45,-16.43388,2,301498.2,1.5
0,0.7203275,0.3185955,28.08237,0,-0.03628214,2,5.349024,0.06430708,1.39252969782729,679776.994205205,1.0670441535606
0,0.749873,0.6940926,25.12089,168934.5,-0.007395022,2,24.66598,0.2431987,1.33333333333333,1540350.99,0.0638297872340425
0,0.6539882,0.7738957,36.36364,0,-0.08741259,4,7.792208,0.0220036,1,206893.71,0
1,0.3569506,0.3859147,37.76547,163350,-0.02736628,2,3.957262,0.1288395,1.39252969782729,679776.994205205,1.0670441535606
0,0.4060513,0.5513813,19.51156,0,-0.08338276,2,3.87647,0.01574168,1,200163.645,10.2352941176471
0,0.5847918,0.6674577,19.1022,0,-0.0496161,4,5.730659,0.03394463,1,34892.64,0
0,0.3736085,0.2750004,12.60041,0,-0.01253772,4,9.450307,0.1112218,2,612767.385,0.666666666666667
0,0.5764161,0.7295667,30.72711,0,8.412785e-05,2,10.64801,-16.79896,1.33333333333333,541234.44,1.60824742268041
0,0.4809153,0.3392877,37.80884,311850,-0.04910239,4,5.861136,0.06293935,1.39252969782729,679776.994205205,1.0670441535606
0,0.1985356,0.4561097,19.49318,0,-0.003934042,2,2.923977,0.2633397,1,84712.455,0
0,0.661167096902492,0.626304276674939,20,0,-0.00506713959969597,2,6.25,0.217393699052655,1.6,4782705.615,0.0735294117647059
0,0.7585273,0.5107261,30.85872,145233,-0.03394799,2,3.950695,0.05150433,1,100231.47,0
0,0.6749377,0.7610264,23.47569,110128.5,-0.1893201,2,6.445672,0.009186546,1,25315.875,0
0,0.7522851,0.2044226,22.57777,71991,6.181575e-05,2,3.859514,-16.5216,1,80500.68,0
0,0.2620553,0.5107261,15.35982,47520,-0.0146284,2,3.473187,0.1212331,1,59023.8,0
0,0.5550536,0.6674577,37.6838,136323,-0.007177867,2,7.8125,0.245614,1.39252969782729,679776.994205205,1.0670441535606
0,0.703303184140493,0.000527265238709882,26.5274151436031,190080,-0.00683520101613067,2,4.66243938828795,0.24649094950778,1,65492.01,1.06666666666667
1,0.5701144,0.5567274,22.71339,23166,6.218707e-05,2,40.05006,-15.80796,1.33333333333333,1965694.14,0
0,0.6912991,0.8160924,12.62544,61776,-0.008828978,2,4.392129,0.1094946,1,178737.075,0.875
0,0.783691255024698,0.363945238612397,28.1423243624635,356400,-0.00431630741755575,2,5.03981453482512,0.277754110931243,1.83333333333333,932475.42,0.024390243902439
0,0.6025191,0.7136314,10.05865,29700,2.75396e-05,2,4.176293,-14.71152,1,43084.8,0
0,0.61740724045452,0.479448981178056,20,0,-0.0127632418634333,2,16.6666666666667,0.133885850991114,1,19919.52,0
0,0.1741015,0.4400578,34.20251,0,9.364315e-05,2,10.15916,-18.55627,1,125360.91,0.176470588235294
0,0.4973177,0.6363762,19.49184,71280,-0.08054479,2,8.413259,0.01574086,1.8,337093.965,14.3333333333333
0,0.5667241,0.5107261,20,0,5.475807e-05,2,6.545455,-15.94669,1.5,60849.36,0
1,0.3073431,0.2392263,10.81642,29403,-0.05030891,2,8.207934,0.01378912,1.33333333333333,28330.47,0
